Chn,dec,id,Time,t,B0,B0,B0,,C0,,,,,,,
,0,000000C0,27629.20567,,,,,,,,,,,,,
,0,163,27629.20593,,,,,,,,,,,,,
,0,230,27629.20618,,,,,,,,,,,,,
,0,323,27629.20644,,,,,,,,,,,,,
,0,500,27629.20669,,,,,,,,,,,,,
,0,565,27629.20695,,,,,,,,,,,,,
,0,163,27629.20755,,,,,,,,,,,,,
,0,565,27629.20789,,,,,,,,,,,,,
,0,163,27629.20874,,,,,,,,,,,,,
,0,565,27629.20917,,,,,,,,,,,,,
,0,163,27629.21079,,,,,,,,,,,,,
,0,565,27629.21122,,,,,,,,,,,,,
,0,163,27629.21284,,,,,,,,,,,,,
,0,565,27629.21326,,,,,,,,,,,,,
,0,000000A0,27629.21446,,,,,,,,,,,,,
,0,90,27629.21471,,,,,,,,,,,,,
,0,98,27629.21497,,,,,,,,,,,,,
,0,000000B0,27629.21523,,,,,,,,,,,,,
,0,000000B2,27629.21548,,,,,,,,,,,,,
,0,000000C0,27629.21565,,,,,,,,,,,,,
,0,163,27629.21591,,,,,,,,,,,,,
,0,230,27629.21617,,,,,,,,,,,,,
,0,323,27629.21642,,,,,,,,,,,,,
,0,500,27629.21668,,,,,,,,,,,,,
,0,565,27629.21693,,,,,,,,,,,,,
,0,163,27629.21753,,,,,,,,,,,,,
,0,565,27629.21796,,,,,,,,,,,,,
,0,163,27629.21898,,,,,,,,,,,,,
,0,565,27629.21941,,,,,,,,,,,,,
,0,163,27629.22103,,,,,,,,,,,,,
,0,565,27629.22137,,,,,,,,,,,,,
,0,163,27629.22308,,,,,,,,,,,,,
,0,565,27629.22342,,,,,,,,,,,,,
,0,000000A0,27629.22444,,,,,,,,,,,,,
,0,90,27629.2247,,,,,,,,,,,,,
,0,98,27629.22495,,,,,,,,,,,,,
,0,000000B0,27629.22521,,,,,,,,,,,,,
,0,000000B2,27629.22547,,,,,,,,,,,,,
,0,000000C0,27629.22572,,,,,,,,,,,,,
,0,163,27629.22589,,,,,,,,,,,,,
,0,230,27629.22615,,,,,,,,,,,,,
,0,323,27629.22641,,,,,,,,,,,,,
,0,500,27629.22666,,,,,,,,,,,,,
,0,565,27629.22692,,,,,,,,,,,,,
,0,163,27629.22751,,,,,,,,,,,,,
,0,565,27629.22794,,,,,,,,,,,,,
,0,163,27629.22914,,,,,,,,,,,,,
,0,565,27629.22956,,,,,,,,,,,,,
,0,163,27629.23118,,,,,,,,,,,,,
,0,565,27629.23161,,,,,,,,,,,,,
,0,163,27629.23323,,,,,,,,,,,,,
,0,565,27629.23366,,,,,,,,,,,,,
,0,000000A0,27629.23443,,,,,,,,,,,,,
,0,90,27629.23468,,,,,,,,,,,,,
,0,98,27629.23494,,,,,,,,,,,,,
,0,000000B0,27629.23519,,,,,,,,,,,,,
,0,000000B2,27629.23545,,,,,,,,,,,,,
,0,000000C0,27629.23571,,,,,,,,,,,,,
,0,163,27629.23596,,,,,,,,,,,,,
,0,230,27629.23613,,,,,,,,,,,,,
,0,323,27629.23639,,,,,,,,,,,,,
,0,500,27629.23665,,,,,,,,,,,,,
,0,565,27629.2369,,,,,,,,,,,,,
,0,163,27629.2375,,,,,,,,,,,,,
,0,565,27629.23793,,,,,,,,,,,,,
,0,163,27629.23938,,,,,,,,,,,,,
,0,565,27629.23972,,,,,,,,,,,,,
,0,163,27629.24142,,,,,,,,,,,,,
,0,565,27629.24177,,,,,,,,,,,,,
,0,163,27629.24347,,,,,,,,,,,,,
,0,565,27629.24381,,,,,,,,,,,,,
,0,000000A1,27629.24441,,,,,,,,,,,,,
,0,90,27629.24467,,,,,,,,,,,,,
,0,98,27629.24492,,,,,,,,,,,,,
,0,000000B1,27629.24518,,,,,,,,,,,,,
,0,000000B2,27629.24543,,,,,,,,,,,,,
,0,163,27629.24569,,,,,,,,,,,,,
,0,230,27629.24595,,,,,,,,,,,,,
,0,323,27629.2462,,,,,,,,,,,,,
,0,500,27629.24637,,,,,,,,,,,,,
,0,565,27629.24663,,,,,,,,,,,,,
,0,163,27629.24748,,,,,,,,,,,,,
,0,565,27629.24791,,,,,,,,,,,,,
,0,163,27629.24953,,,,,,,,,,,,,
,0,565,27629.24996,,,,,,,,,,,,,
,0,163,27629.25158,,,,,,,,,,,,,
,0,565,27629.25201,,,,,,,,,,,,,
,0,163,27629.25363,,,,,,,,,,,,,
,0,565,27629.25405,,,,,,,,,,,,,
,0,000000A1,27629.25448,,,,,,,,,,,,,
,0,90,27629.25465,,,,,,,,,,,,,
,0,98,27629.25491,,,,,,,,,,,,,
,0,000000B1,27629.25516,,,,,,,,,,,,,
,0,000000B2,27629.25542,,,,,,,,,,,,,
,0,230,27629.25567,,,,,,,,,,,,,
,0,163,27629.25593,,,,,,,,,,,,,
,0,323,27629.25619,,,,,,,,,,,,,
,0,500,27629.25644,,,,,,,,,,,,,
,0,565,27629.25661,,,,,,,,,,,,,
,0,163,27629.25772,,,,,,,,,,,,,
,0,565,27629.25815,,,,,,,,,,,,,
,0,163,27629.25977,,,,,,,,,,,,,
,0,565,27629.2602,,,,,,,,,,,,,
,0,163,27629.26182,,,,,,,,,,,,,
,0,565,27629.26216,,,,,,,,,,,,,
,0,163,27629.26387,,,,,,,,,,,,,
,0,565,27629.26421,,,,,,,,,,,,,
,0,90,27629.26446,,,,,,,,,,,,,
,0,98,27629.26472,,,,,,,,,,,,,
,0,000000A1,27629.26498,,,,,,,,,,,,,
,0,000000B1,27629.26523,,,,,,,,,,,,,
,0,000000B2,27629.26549,,,,,,,,,,,,,
,0,230,27629.26574,,,,,,,,,,,,,
,0,163,27629.266,,,,,,,,,,,,,
,0,323,27629.26617,,,,,,,,,,,,,
,0,500,27629.26643,,,,,,,,,,,,,
,0,565,27629.26668,,,,,,,,,,,,,
,0,163,27629.26788,,,,,,,,,,,,,
,0,565,27629.2683,,,,,,,,,,,,,
,0,163,27629.26993,,,,,,,,,,,,,
,0,565,27629.27035,,,,,,,,,,,,,
,0,163,27629.27197,,,,,,,,,,,,,
,0,565,27629.2724,,,,,,,,,,,,,
,0,163,27629.27402,,,,,,,,,,,,,
,0,565,27629.27445,,,,,,,,,,,,,
,0,90,27629.2747,,,,,,,,,,,,,
,0,98,27629.27487,,,,,,,,,,,,,
,0,000000B2,27629.27513,,,,,,,,,,,,,
,0,000000C4,27629.27539,,,,,,,,,,,,,
,0,230,27629.27564,,,,,,,,,,,,,
,0,323,27629.2759,,,,,,,,,,,,,
,0,163,27629.27615,,,,,,,,,,,,,
,0,500,27629.27641,,,,,,,,,,,,,
,0,565,27629.27667,,,,,,,,,,,,,
,0,163,27629.27812,,,,,,,,,,,,,
,0,565,27629.27854,,,,,,,,,,,,,
,0,163,27629.28017,,,,,,,,,,,,,
,0,565,27629.28051,,,,,,,,,,,,,
,0,163,27629.28221,,,,,,,,,,,,,
,0,565,27629.28255,,,,,,,,,,,,,
,0,163,27629.28426,,,,,,,,,,,,,
,0,90,27629.28452,,,,,,,,,,,,,
,0,98,27629.28469,,,,,,,,,,,,,
,0,000000B2,27629.28494,,,,,,,,,,,,,
,0,000000C4,27629.2852,,,,,,,,,,,,,
,0,230,27629.28546,,,,,,,,,,,,,
,0,323,27629.28571,,,,,,,,,,,,,
,0,500,27629.28597,,,,,,,,,,,,,
,0,565,27629.28622,,,,,,,,,,,,,
,0,163,27629.28657,,,,,,,,,,,,,
,0,565,27629.28691,,,,,,,,,,,,,
,0,163,27629.28827,,,,,,,,,,,,,
,0,565,27629.2887,,,,,,,,,,,,,
,0,163,27629.29032,,,,,,,,,,,,,
,0,565,27629.29075,,,,,,,,,,,,,
,0,163,27629.29237,,,,,,,,,,,,,
,0,565,27629.29279,,,,,,,,,,,,,
,0,163,27629.29442,,,,,,,,,,,,,
,0,90,27629.29467,,,,,,,,,,,,,
,0,98,27629.29493,,,,,,,,,,,,,
,0,000000B2,27629.29518,,,,,,,,,,,,,
,0,000000C4,27629.29544,,,,,,,,,,,,,
,0,230,27629.29561,,,,,,,,,,,,,
,0,323,27629.29587,,,,,,,,,,,,,
,0,500,27629.29612,,,,,,,,,,,,,
,0,565,27629.29638,,,,,,,,,,,,,
,0,163,27629.29672,,,,,,,,,,,,,
,0,565,27629.29715,,,,,,,,,,,,,
,0,163,27629.29851,,,,,,,,,,,,,
,0,565,27629.29885,,,,,,,,,,,,,
,0,163,27629.30056,,,,,,,,,,,,,
,0,565,27629.3009,,,,,,,,,,,,,
,0,163,27629.30261,,,,,,,,,,,,,
,0,565,27629.30295,,,,,,,,,,,,,
,0,000000C4,27629.3044,,,,,,,,,,,,,
,0,90,27629.30466,,,,,,,,,,,,,
,0,98,27629.30491,,,,,,,,,,,,,
,0,000000B2,27629.30517,,,,,,,,,,,,,
,0,163,27629.30542,,,,,,,,,,,,,
,0,230,27629.30568,,,,,,,,,,,,,
,0,323,27629.30585,,,,,,,,,,,,,
,0,500,27629.30611,,,,,,,,,,,,,
,0,565,27629.30636,,,,,,,,,,,,,
,0,163,27629.30705,,,,,,,,,,,,,
,0,565,27629.30739,,,,,,,,,,,,,
,0,163,27629.30867,,,,,,,,,,,,,
,0,565,27629.30909,,,,,,,,,,,,,
,0,163,27629.31071,,,,,,,,,,,,,
,0,565,27629.31114,,,,,,,,,,,,,
,0,163,27629.31276,,,,,,,,,,,,,
,0,565,27629.31319,,,,,,,,,,,,,
,0,000000C4,27629.31438,,,,,,,,,,,,,
,0,90,27629.31464,,,,,,,,,,,,,
,0,98,27629.3149,,,,,,,,,,,,,
,0,000000B2,27629.31515,,,,,,,,,,,,,
,0,163,27629.31541,,,,,,,,,,,,,
,0,230,27629.31566,,,,,,,,,,,,,
,0,323,27629.31592,,,,,,,,,,,,,
,0,500,27629.31618,,,,,,,,,,,,,
,0,565,27629.31635,,,,,,,,,,,,,
,0,163,27629.31694,,,,,,,,,,,,,
,0,565,27629.31737,,,,,,,,,,,,,
,0,163,27629.31891,,,,,,,,,,,,,
,0,565,27629.31925,,,,,,,,,,,,,
,0,163,27629.32095,,,,,,,,,,,,,
,0,565,27629.3213,,,,,,,,,,,,,
,0,163,27629.32292,,,,,,,,,,,,,
,0,565,27629.32334,,,,,,,,,,,,,
,0,000000A3,27629.32437,,,,,,,,,,,,,
,0,90,27629.32462,,,,,,,,,,,,,
,0,98,27629.32488,,,,,,,,,,,,,
,0,000000B2,27629.32514,,,,,,,,,,,,,
,0,000000B3,27629.32539,,,,,,,,,,,,,
,0,163,27629.32565,,,,,,,,,,,,,
,0,230,27629.3259,,,,,,,,,,,,,
,0,323,27629.32616,,,,,,,,,,,,,
,0,500,27629.32633,,,,,,,,,,,,,
,0,565,27629.32659,,,,,,,,,,,,,
,0,163,27629.32718,,,,,,,,,,,,,
,0,565,27629.32761,,,,,,,,,,,,,
,0,163,27629.32906,,,,,,,,,,,,,
,0,565,27629.32949,,,,,,,,,,,,,
,0,163,27629.33111,,,,,,,,,,,,,
,0,565,27629.33154,,,,,,,,,,,,,
,0,163,27629.33316,,,,,,,,,,,,,
,0,565,27629.33358,,,,,,,,,,,,,
,0,000000A3,27629.33444,,,,,,,,,,,,,
,0,90,27629.33461,,,,,,,,,,,,,
,0,98,27629.33486,,,,,,,,,,,,,
,0,000000B2,27629.33512,,,,,,,,,,,,,
,0,000000B3,27629.33538,,,,,,,,,,,,,
,0,163,27629.33563,,,,,,,,,,,,,
,0,230,27629.33589,,,,,,,,,,,,,
,0,323,27629.33614,,,,,,,,,,,,,
,0,500,27629.3364,,,,,,,,,,,,,
,0,565,27629.33666,,,,,,,,,,,,,
,0,163,27629.33725,,,,,,,,,,,,,
,0,565,27629.33759,,,,,,,,,,,,,
,0,163,27629.3393,,,,,,,,,,,,,
,0,565,27629.33964,,,,,,,,,,,,,
,0,163,27629.34126,,,,,,,,,,,,,
,0,565,27629.34169,,,,,,,,,,,,,
,0,163,27629.34331,,,,,,,,,,,,,
,0,565,27629.34374,,,,,,,,,,,,,
,0,000000A3,27629.34442,,,,,,,,,,,,,
,0,90,27629.34468,,,,,,,,,,,,,
,0,98,27629.34485,,,,,,,,,,,,,
,0,000000B2,27629.3451,,,,,,,,,,,,,
,0,000000B3,27629.34536,,,,,,,,,,,,,
,0,163,27629.34562,,,,,,,,,,,,,
,0,230,27629.34587,,,,,,,,,,,,,
,0,323,27629.34613,,,,,,,,,,,,,
,0,500,27629.34638,,,,,,,,,,,,,
,0,565,27629.34664,,,,,,,,,,,,,
,0,163,27629.34741,,,,,,,,,,,,,
,0,565,27629.34783,,,,,,,,,,,,,
,0,163,27629.34946,,,,,,,,,,,,,
,0,565,27629.34988,,,,,,,,,,,,,
,0,163,27629.3515,,,,,,,,,,,,,
,0,565,27629.35193,,,,,,,,,,,,,
,0,163,27629.35355,,,,,,,,,,,,,
,0,565,27629.35398,,,,,,,,,,,,,
,0,000000A3,27629.35441,,,,,,,,,,,,,
,0,90,27629.35466,,,,,,,,,,,,,
,0,98,27629.35492,,,,,,,,,,,,,
,0,000000B2,27629.35517,,,,,,,,,,,,,
,0,000000B3,27629.35534,,,,,,,,,,,,,
,0,163,27629.3556,,,,,,,,,,,,,
,0,230,27629.35586,,,,,,,,,,,,,
,0,323,27629.35611,,,,,,,,,,,,,
,0,500,27629.35637,,,,,,,,,,,,,
,0,565,27629.35662,,,,,,,,,,,,,
,0,163,27629.35765,,,,,,,,,,,,,
,0,565,27629.35799,,,,,,,,,,,,,
,0,163,27629.3597,,,,,,,,,,,,,
,0,565,27629.36004,,,,,,,,,,,,,
,0,163,27629.36166,,,,,,,,,,,,,
,0,565,27629.36209,,,,,,,,,,,,,
,0,163,27629.36371,,,,,,,,,,,,,
,0,565,27629.36413,,,,,,,,,,,,,
,0,230,27629.36439,,,,,,,,,,,,,
,0,90,27629.36465,,,,,,,,,,,,,
,0,98,27629.3649,,,,,,,,,,,,,
,0,000000B2,27629.36516,,,,,,,,,,,,,
,0,323,27629.36541,,,,,,,,,,,,,
,0,500,27629.36567,,,,,,,,,,,,,
,0,163,27629.36584,,,,,,,,,,,,,
,0,565,27629.36627,,,,,,,,,,,,,
,0,163,27629.3678,,,,,,,,,,,,,
,0,565,27629.36823,,,,,,,,,,,,,
,0,163,27629.36985,,,,,,,,,,,,,
,0,565,27629.37028,,,,,,,,,,,,,
,0,163,27629.3719,,,,,,,,,,,,,
,0,565,27629.37233,,,,,,,,,,,,,
,0,163,27629.37395,,,,,,,,,,,,,
,0,565,27629.37429,,,,,,,,,,,,,
,0,90,27629.37454,,,,,,,,,,,,,
,0,98,27629.3748,,,,,,,,,,,,,
,0,000000B2,27629.37506,,,,,,,,,,,,,
,0,230,27629.37531,,,,,,,,,,,,,
,0,323,27629.37557,,,,,,,,,,,,,
,0,500,27629.37582,,,,,,,,,,,,,
,0,163,27629.37608,,,,,,,,,,,,,
,0,565,27629.37642,,,,,,,,,,,,,
,0,163,27629.37796,,,,,,,,,,,,,
,0,565,27629.37838,,,,,,,,,,,,,
,0,163,27629.38001,,,,,,,,,,,,,
,0,565,27629.38043,,,,,,,,,,,,,
,0,163,27629.38205,,,,,,,,,,,,,
,0,565,27629.38248,,,,,,,,,,,,,
,0,163,27629.3841,,,,,,,,,,,,,
,0,230,27629.38436,,,,,,,,,,,,,
,0,90,27629.38461,,,,,,,,,,,,,
,0,98,27629.38487,,,,,,,,,,,,,
,0,000000B2,27629.38513,,,,,,,,,,,,,
,0,323,27629.38538,,,,,,,,,,,,,
,0,500,27629.38564,,,,,,,,,,,,,
,0,565,27629.38589,,,,,,,,,,,,,
,0,163,27629.38649,,,,,,,,,,,,,
,0,565,27629.38683,,,,,,,,,,,,,
,0,163,27629.3882,,,,,,,,,,,,,
,0,565,27629.38862,,,,,,,,,,,,,
,0,163,27629.39025,,,,,,,,,,,,,
,0,565,27629.39059,,,,,,,,,,,,,
,0,163,27629.39229,,,,,,,,,,,,,
,0,565,27629.39263,,,,,,,,,,,,,
,0,163,27629.39434,,,,,,,,,,,,,
,0,90,27629.3946,,,,,,,,,,,,,
,0,98,27629.39477,,,,,,,,,,,,,
,0,000000B2,27629.39502,,,,,,,,,,,,,
,0,230,27629.39528,,,,,,,,,,,,,
,0,323,27629.39554,,,,,,,,,,,,,
,0,500,27629.39579,,,,,,,,,,,,,
,0,565,27629.39605,,,,,,,,,,,,,
,0,163,27629.39665,,,,,,,,,,,,,
,0,565,27629.39707,,,,,,,,,,,,,
,0,163,27629.39835,,,,,,,,,,,,,
,0,565,27629.39878,,,,,,,,,,,,,
,0,163,27629.4004,,,,,,,,,,,,,
,0,565,27629.40083,,,,,,,,,,,,,
,0,163,27629.40245,,,,,,,,,,,,,
,0,565,27629.40287,,,,,,,,,,,,,
,0,000000A0,27629.40441,,,,,,,,,,,,,
,0,90,27629.40458,,,,,,,,,,,,,
,0,98,27629.40484,,,,,,,,,,,,,
,0,000000B0,27629.40509,,,,,,,,,,,,,
,0,000000B2,27629.40535,,,,,,,,,,,,,
,0,000000C0,27629.40561,,,,,,,,,,,,,
,0,163,27629.40586,,,,,,,,,,,,,
,0,230,27629.40612,,,,,,,,,,,,,
,0,323,27629.40637,,,,,,,,,,,,,
,0,500,27629.40663,,,,,,,,,,,,,
,0,565,27629.4068,,,,,,,,,,,,,
,0,163,27629.40748,,,,,,,,,,,,,
,0,565,27629.40782,,,,,,,,,,,,,
,0,163,27629.40859,,,,,,,,,,,,,
,0,565,27629.40902,,,,,,,,,,,,,
,0,163,27629.41064,,,,,,,,,,,,,
,0,565,27629.41098,,,,,,,,,,,,,
,0,163,27629.41269,,,,,,,,,,,,,
,0,565,27629.41303,,,,,,,,,,,,,
,0,000000A0,27629.41439,,,,,,,,,,,,,
,0,90,27629.41465,,,,,,,,,,,,,
,0,98,27629.41482,,,,,,,,,,,,,
,0,000000B0,27629.41508,,,,,,,,,,,,,
,0,000000B2,27629.41533,,,,,,,,,,,,,
,0,000000C0,27629.41559,,,,,,,,,,,,,
,0,163,27629.41585,,,,,,,,,,,,,
,0,230,27629.4161,,,,,,,,,,,,,
,0,323,27629.41636,,,,,,,,,,,,,
,0,500,27629.41661,,,,,,,,,,,,,
,0,565,27629.41687,,,,,,,,,,,,,
,0,163,27629.41738,,,,,,,,,,,,,
,0,565,27629.41781,,,,,,,,,,,,,
,0,163,27629.41875,,,,,,,,,,,,,
,0,565,27629.41917,,,,,,,,,,,,,
,0,163,27629.42079,,,,,,,,,,,,,
,0,565,27629.42122,,,,,,,,,,,,,
,0,163,27629.42284,,,,,,,,,,,,,
,0,565,27629.42327,,,,,,,,,,,,,
,0,000000A0,27629.42438,,,,,,,,,,,,,
,0,90,27629.42463,,,,,,,,,,,,,
,0,98,27629.42489,,,,,,,,,,,,,
,0,000000B0,27629.42515,,,,,,,,,,,,,
,0,000000B2,27629.42532,,,,,,,,,,,,,
,0,000000C0,27629.42557,,,,,,,,,,,,,
,0,163,27629.42583,,,,,,,,,,,,,
,0,230,27629.42609,,,,,,,,,,,,,
,0,323,27629.42634,,,,,,,,,,,,,
,0,500,27629.4266,,,,,,,,,,,,,
,0,565,27629.42685,,,,,,,,,,,,,
,0,163,27629.42745,,,,,,,,,,,,,
,0,565,27629.42779,,,,,,,,,,,,,
,0,163,27629.42899,,,,,,,,,,,,,
,0,565,27629.42933,,,,,,,,,,,,,
,0,163,27629.43103,,,,,,,,,,,,,
,0,565,27629.43138,,,,,,,,,,,,,
,0,163,27629.43308,,,,,,,,,,,,,
,0,565,27629.43342,,,,,,,,,,,,,
,0,000000A0,27629.43436,,,,,,,,,,,,,
,0,90,27629.43462,,,,,,,,,,,,,
,0,98,27629.43487,,,,,,,,,,,,,
,0,000000B0,27629.43513,,,,,,,,,,,,,
,0,000000B2,27629.43539,,,,,,,,,,,,,
,0,000000C0,27629.43556,,,,,,,,,,,,,
,0,163,27629.43581,,,,,,,,,,,,,
,0,230,27629.43607,,,,,,,,,,,,,
,0,323,27629.43633,,,,,,,,,,,,,
,0,500,27629.43658,,,,,,,,,,,,,
,0,565,27629.43684,,,,,,,,,,,,,
,0,163,27629.43743,,,,,,,,,,,,,
,0,565,27629.43778,,,,,,,,,,,,,
,0,163,27629.43914,,,,,,,,,,,,,
,0,565,27629.43957,,,,,,,,,,,,,
,0,163,27629.44119,,,,,,,,,,,,,
,0,565,27629.44162,,,,,,,,,,,,,
,0,163,27629.44324,,,,,,,,,,,,,
,0,565,27629.44366,,,,,,,,,,,,,
,0,000000A1,27629.44435,,,,,,,,,,,,,
,0,90,27629.4446,,,,,,,,,,,,,
,0,98,27629.44486,,,,,,,,,,,,,
,0,000000B1,27629.44511,,,,,,,,,,,,,
,0,000000B2,27629.44537,,,,,,,,,,,,,
,0,163,27629.44554,,,,,,,,,,,,,
,0,230,27629.4458,,,,,,,,,,,,,
,0,323,27629.44605,,,,,,,,,,,,,
,0,500,27629.44631,,,,,,,,,,,,,
,0,565,27629.44657,,,,,,,,,,,,,
,0,163,27629.44733,,,,,,,,,,,,,
,0,565,27629.44776,,,,,,,,,,,,,
,0,163,27629.44938,,,,,,,,,,,,,
,0,565,27629.44972,,,,,,,,,,,,,
,0,163,27629.45143,,,,,,,,,,,,,
,0,565,27629.45177,,,,,,,,,,,,,
,0,163,27629.45348,,,,,,,,,,,,,
,0,565,27629.45382,,,,,,,,,,,,,
,0,000000A1,27629.45433,,,,,,,,,,,,,
,0,90,27629.45459,,,,,,,,,,,,,
,0,98,27629.45484,,,,,,,,,,,,,
,0,000000B1,27629.4551,,,,,,,,,,,,,
,0,000000B2,27629.45535,,,,,,,,,,,,,
,0,163,27629.45561,,,,,,,,,,,,,
,0,230,27629.45587,,,,,,,,,,,,,
,0,323,27629.45604,,,,,,,,,,,,,
,0,500,27629.45629,,,,,,,,,,,,,
,0,565,27629.45655,,,,,,,,,,,,,
,0,163,27629.45749,,,,,,,,,,,,,
,0,565,27629.45791,,,,,,,,,,,,,
,0,163,27629.45954,,,,,,,,,,,,,
,0,565,27629.45996,,,,,,,,,,,,,
,0,163,27629.46158,,,,,,,,,,,,,
,0,565,27629.46201,,,,,,,,,,,,,
,0,163,27629.46363,,,,,,,,,,,,,
,0,565,27629.46406,,,,,,,,,,,,,
,0,000000A1,27629.46431,,,,,,,,,,,,,
,0,90,27629.46457,,,,,,,,,,,,,
,0,98,27629.46483,,,,,,,,,,,,,
,0,000000B1,27629.46508,,,,,,,,,,,,,
,0,000000B2,27629.46534,,,,,,,,,,,,,
,0,230,27629.46559,,,,,,,,,,,,,
,0,163,27629.46585,,,,,,,,,,,,,
,0,323,27629.46611,,,,,,,,,,,,,
,0,500,27629.46628,,,,,,,,,,,,,
,0,565,27629.46653,,,,,,,,,,,,,
,0,163,27629.46773,,,,,,,,,,,,,
,0,565,27629.46807,,,,,,,,,,,,,
,0,163,27629.46978,,,,,,,,,,,,,
,0,565,27629.47012,,,,,,,,,,,,,
,0,163,27629.47182,,,,,,,,,,,,,
,0,565,27629.47217,,,,,,,,,,,,,
,0,163,27629.47379,,,,,,,,,,,,,
,0,565,27629.47421,,,,,,,,,,,,,
,0,90,27629.47447,,,,,,,,,,,,,
,0,98,27629.47473,,,,,,,,,,,,,
,0,000000B2,27629.47498,,,,,,,,,,,,,
,0,000000C4,27629.47524,,,,,,,,,,,,,
,0,230,27629.47549,,,,,,,,,,,,,
,0,323,27629.47566,,,,,,,,,,,,,
,0,163,27629.47592,,,,,,,,,,,,,
,0,500,27629.47618,,,,,,,,,,,,,
,0,565,27629.47643,,,,,,,,,,,,,
,0,163,27629.47788,,,,,,,,,,,,,
,0,565,27629.47831,,,,,,,,,,,,,
,0,163,27629.47993,,,,,,,,,,,,,
,0,565,27629.48036,,,,,,,,,,,,,
,0,163,27629.48198,,,,,,,,,,,,,
,0,565,27629.48241,,,,,,,,,,,,,
,0,163,27629.48403,,,,,,,,,,,,,
,0,000000C4,27629.48437,,,,,,,,,,,,,
,0,90,27629.48462,,,,,,,,,,,,,
,0,98,27629.48479,,,,,,,,,,,,,
,0,000000B2,27629.48505,,,,,,,,,,,,,
,0,230,27629.48531,,,,,,,,,,,,,
,0,323,27629.48556,,,,,,,,,,,,,
,0,500,27629.48582,,,,,,,,,,,,,
,0,565,27629.48607,,,,,,,,,,,,,
,0,163,27629.48633,,,,,,,,,,,,,
,0,565,27629.48676,,,,,,,,,,,,,
,0,163,27629.48812,,,,,,,,,,,,,
,0,565,27629.48846,,,,,,,,,,,,,
,0,163,27629.49017,,,,,,,,,,,,,
,0,565,27629.49051,,,,,,,,,,,,,
,0,163,27629.49213,,,,,,,,,,,,,
,0,565,27629.49256,,,,,,,,,,,,,
,0,163,27629.49418,,,,,,,,,,,,,
,0,90,27629.49444,,,,,,,,,,,,,
,0,98,27629.49469,,,,,,,,,,,,,
,0,000000B2,27629.49495,,,,,,,,,,,,,
,0,000000C4,27629.49521,,,,,,,,,,,,,
,0,230,27629.49546,,,,,,,,,,,,,
,0,323,27629.49572,,,,,,,,,,,,,
,0,500,27629.49597,,,,,,,,,,,,,
,0,565,27629.49614,,,,,,,,,,,,,
,0,163,27629.49657,,,,,,,,,,,,,
,0,565,27629.49691,,,,,,,,,,,,,
,0,163,27629.49828,,,,,,,,,,,,,
,0,565,27629.4987,,,,,,,,,,,,,
,0,163,27629.50033,,,,,,,,,,,,,
,0,565,27629.50075,,,,,,,,,,,,,
,0,163,27629.50237,,,,,,,,,,,,,
,0,565,27629.5028,,,,,,,,,,,,,
,0,000000C4,27629.50434,,,,,,,,,,,,,
,0,90,27629.50459,,,,,,,,,,,,,
,0,98,27629.50485,,,,,,,,,,,,,
,0,000000B2,27629.5051,,,,,,,,,,,,,
,0,163,27629.50527,,,,,,,,,,,,,
,0,230,27629.50553,,,,,,,,,,,,,
,0,323,27629.50579,,,,,,,,,,,,,
,0,500,27629.50604,,,,,,,,,,,,,
,0,565,27629.5063,,,,,,,,,,,,,
,0,163,27629.5069,,,,,,,,,,,,,
,0,565,27629.50732,,,,,,,,,,,,,
,0,163,27629.50852,,,,,,,,,,,,,
,0,565,27629.50886,,,,,,,,,,,,,
,0,163,27629.51057,,,,,,,,,,,,,
,0,565,27629.51091,,,,,,,,,,,,,
,0,163,27629.51253,,,,,,,,,,,,,
,0,565,27629.51295,,,,,,,,,,,,,
,0,000000C4,27629.51432,,,,,,,,,,,,,
,0,90,27629.51458,,,,,,,,,,,,,
,0,98,27629.51483,,,,,,,,,,,,,
,0,000000B2,27629.51509,,,,,,,,,,,,,
,0,163,27629.51534,,,,,,,,,,,,,
,0,230,27629.5156,,,,,,,,,,,,,
,0,323,27629.51577,,,,,,,,,,,,,
,0,500,27629.51603,,,,,,,,,,,,,
,0,565,27629.51628,,,,,,,,,,,,,
,0,163,27629.51688,,,,,,,,,,,,,
,0,565,27629.51731,,,,,,,,,,,,,
,0,163,27629.51867,,,,,,,,,,,,,
,0,565,27629.5191,,,,,,,,,,,,,
,0,163,27629.52072,,,,,,,,,,,,,
,0,565,27629.52115,,,,,,,,,,,,,
,0,163,27629.52277,,,,,,,,,,,,,
,0,565,27629.52319,,,,,,,,,,,,,
,0,000000A3,27629.5243,,,,,,,,,,,,,
,0,90,27629.52456,,,,,,,,,,,,,
,0,98,27629.52482,,,,,,,,,,,,,
,0,000000B2,27629.52507,,,,,,,,,,,,,
,0,000000B3,27629.52533,,,,,,,,,,,,,
,0,163,27629.5255,,,,,,,,,,,,,
,0,230,27629.52575,,,,,,,,,,,,,
,0,323,27629.52601,,,,,,,,,,,,,
,0,500,27629.52627,,,,,,,,,,,,,
,0,565,27629.52652,,,,,,,,,,,,,
,0,163,27629.52712,,,,,,,,,,,,,
,0,565,27629.52755,,,,,,,,,,,,,
,0,163,27629.52891,,,,,,,,,,,,,
,0,565,27629.52925,,,,,,,,,,,,,
,0,163,27629.53096,,,,,,,,,,,,,
,0,565,27629.5313,,,,,,,,,,,,,
